round_number,kill_index,map,local_team_side,att_money,def_money,economy_diff,att_ults_ready,def_ults_ready,score_won,score_lost,score_diff,att_alive,def_alive,alive_diff,att_kills,def_kills,kill_diff,spike_planted,winner,att_full_buy,def_full_buy,att_eco,def_eco,ult_adv,alive_ratio,kill_progress
4,8,4,1,18450,23350,-4900,1,0,1,2,-1,1,1,0,4,4,0,1,1,0,1,0,0,1,0.5,0.8
4,9,4,1,18450,23350,-4900,1,0,1,2,-1,1,0,1,5,4,1,1,1,0,1,0,0,1,1.0,0.9
5,1,4,1,20750,20550,200,1,2,2,2,0,5,4,1,1,0,1,0,1,1,1,0,0,-1,0.5555555555555556,0.1
5,2,4,1,20750,20550,200,1,2,2,2,0,4,4,0,1,1,0,0,1,1,1,0,0,-1,0.5,0.2
5,3,4,1,20750,20550,200,1,2,2,2,0,4,3,1,2,1,1,0,1,1,1,0,0,-1,0.5714285714285714,0.3
5,4,4,1,20750,20550,200,1,2,2,2,0,3,3,0,2,2,0,0,1,1,1,0,0,-1,0.5,0.4
5,5,4,1,20750,20550,200,1,2,2,2,0,2,3,-1,2,3,-1,0,1,1,1,0,0,-1,0.4,0.5
5,6,4,1,20750,20550,200,1,2,2,2,0,2,2,0,3,3,0,0,1,1,1,0,0,-1,0.5,0.6
5,7,4,1,20750,20550,200,1,2,2,2,0,1,2,-1,3,4,-1,0,1,1,1,0,0,-1,0.3333333333333333,0.7
6,1,4,1,14400,18600,-4200,3,4,2,3,-1,4,5,-1,0,1,-1,0,0,0,0,0,0,-1,0.4444444444444444,0.1
6,2,4,1,14400,18600,-4200,3,4,2,3,-1,4,4,0,1,1,0,0,0,0,0,0,0,-1,0.5,0.2
6,3,4,1,14400,18600,-4200,3,4,2,3,-1,3,4,-1,1,2,-1,0,0,0,0,0,0,-1,0.42857142857142855,0.3
6,4,4,1,14400,18600,-4200,3,4,2,3,-1,3,3,0,2,2,0,0,0,0,0,0,0,-1,0.5,0.4
6,5,4,1,14400,18600,-4200,3,4,2,3,-1,2,3,-1,2,3,-1,0,0,0,0,0,0,-1,0.4,0.5
6,6,4,1,14400,18600,-4200,3,4,2,3,-1,2,2,0,3,3,0,0,0,0,0,0,0,-1,0.5,0.6
6,7,4,1,14400,18600,-4200,3,4,2,3,-1,1,2,-1,3,4,-1,0,0,0,0,0,0,-1,0.3333333333333333,0.7
6,8,4,1,14400,18600,-4200,3,4,2,3,-1,0,2,-2,3,5,-2,0,0,0,0,0,0,-1,0.0,0.8
7,1,4,1,4800,19450,-14650,3,4,2,4,-2,5,4,1,1,0,1,0,0,0,0,1,0,-1,0.5555555555555556,0.1
7,2,4,1,4800,19450,-14650,3,4,2,4,-2,4,4,0,1,1,0,1,0,0,0,1,0,-1,0.5,0.2
7,3,4,1,4800,19450,-14650,3,4,2,4,-2,3,4,-1,1,2,-1,1,0,0,0,1,0,-1,0.42857142857142855,0.3
7,4,4,1,4800,19450,-14650,3,4,2,4,-2,3,3,0,2,2,0,1,0,0,0,1,0,-1,0.5,0.4
8,1,4,1,15750,24900,-9150,3,3,2,5,-3,4,5,-1,0,1,-1,0,0,0,1,0,0,0,0.4444444444444444,0.1
8,2,4,1,15750,24900,-9150,3,3,2,5,-3,3,5,-2,0,2,-2,1,0,0,1,0,0,0,0.375,0.2
8,3,4,1,15750,24900,-9150,3,3,2,5,-3,2,5,-3,0,3,-3,1,0,0,1,0,0,0,0.2857142857142857,0.3
8,4,4,1,15750,24900,-9150,3,3,2,5,-3,1,5,-4,0,4,-4,1,0,0,1,0,0,0,0.16666666666666666,0.4
8,5,4,1,15750,24900,-9150,3,3,2,5,-3,0,5,-5,0,5,-5,1,0,0,1,0,0,0,0.0,0.5
9,1,4,1,24750,25600,-850,1,2,2,6,-4,5,4,1,1,0,1,0,0,1,1,0,0,-1,0.5555555555555556,0.1
9,2,4,1,24750,25600,-850,1,2,2,6,-4,4,4,0,1,1,0,1,0,1,1,0,0,-1,0.5,0.2
9,3,4,1,24750,25600,-850,1,2,2,6,-4,4,3,1,2,1,1,1,0,1,1,0,0,-1,0.5714285714285714,0.3
9,4,4,1,24750,25600,-850,1,2,2,6,-4,4,2,2,3,1,2,1,0,1,1,0,0,-1,0.6666666666666666,0.4
9,5,4,1,24750,25600,-850,1,2,2,6,-4,3,2,1,3,2,1,1,0,1,1,0,0,-1,0.6,0.5
9,6,4,1,24750,25600,-850,1,2,2,6,-4,3,1,2,4,2,2,1,0,1,1,0,0,-1,0.75,0.6
9,7,4,1,24750,25600,-850,1,2,2,6,-4,3,0,3,5,2,3,1,0,1,1,0,0,-1,1.0,0.7
10,1,4,1,20550,25900,-5350,1,2,3,6,-3,4,5,-1,0,1,-1,0,1,1,1,0,0,-1,0.4444444444444444,0.1
10,2,4,1,20550,25900,-5350,1,2,3,6,-3,3,5,-2,0,2,-2,0,1,1,1,0,0,-1,0.375,0.2
10,3,4,1,20550,25900,-5350,1,2,3,6,-3,2,5,-3,0,3,-3,0,1,1,1,0,0,-1,0.2857142857142857,0.3
10,4,4,1,20550,25900,-5350,1,2,3,6,-3,1,5,-4,0,4,-4,0,1,1,1,0,0,-1,0.16666666666666666,0.4
10,5,4,1,20550,25900,-5350,1,2,3,6,-3,1,4,-3,1,4,-3,0,1,1,1,0,0,-1,0.2,0.5
11,1,4,1,19150,30250,-11100,2,2,3,7,-4,5,4,1,1,0,1,0,0,0,1,0,0,0,0.5555555555555556,0.1
11,2,4,1,19150,30250,-11100,2,2,3,7,-4,5,3,2,2,0,2,1,0,0,1,0,0,0,0.625,0.2
11,3,4,1,19150,30250,-11100,2,2,3,7,-4,5,2,3,3,0,3,1,0,0,1,0,0,0,0.7142857142857143,0.3
11,4,4,1,19150,30250,-11100,2,2,3,7,-4,5,1,4,4,0,4,1,0,0,1,0,0,0,0.8333333333333334,0.4
11,5,4,1,19150,30250,-11100,2,2,3,7,-4,5,0,5,5,0,5,1,0,0,1,0,0,0,1.0,0.5
12,1,4,1,25200,30600,-5400,2,1,4,7,-3,4,5,-1,0,1,-1,0,1,1,1,0,0,1,0.4444444444444444,0.1
12,2,4,1,25200,30600,-5400,2,1,4,7,-3,3,5,-2,0,2,-2,0,1,1,1,0,0,1,0.375,0.2
12,3,4,1,25200,30600,-5400,2,1,4,7,-3,3,4,-1,1,2,-1,0,1,1,1,0,0,1,0.42857142857142855,0.3
12,4,4,1,25200,30600,-5400,2,1,4,7,-3,2,4,-2,1,3,-2,0,1,1,1,0,0,1,0.3333333333333333,0.4
12,5,4,1,25200,30600,-5400,2,1,4,7,-3,1,4,-3,1,4,-3,0,1,1,1,0,0,1,0.2,0.5
12,6,4,1,25200,30600,-5400,2,1,4,7,-3,0,4,-4,1,5,-4,0,1,1,1,0,0,1,0.0,0.6
13,1,4,0,30300,14100,16200,1,0,4,8,-4,5,4,1,1,0,1,0,1,1,0,0,0,1,0.5555555555555556,0.1
13,2,4,0,30300,14100,16200,1,0,4,8,-4,4,4,0,1,1,0,1,1,1,0,0,0,1,0.5,0.2
13,3,4,0,30300,14100,16200,1,0,4,8,-4,4,3,1,2,1,1,1,1,1,0,0,0,1,0.5714285714285714,0.3
13,4,4,0,30300,14100,16200,1,0,4,8,-4,3,3,0,2,2,0,1,1,1,0,0,0,1,0.5,0.4
13,5,4,0,30300,14100,16200,1,0,4,8,-4,2,3,-1,2,3,-1,1,1,1,0,0,0,1,0.4,0.5
13,6,4,0,30300,14100,16200,1,0,4,8,-4,1,3,-2,2,4,-2,1,1,1,0,0,0,1,0.25,0.6
13,7,4,0,30300,14100,16200,1,0,4,8,-4,0,3,-3,2,5,-3,1,1,1,0,0,0,1,0.0,0.7
15,1,4,0,11650,22350,-10700,0,0,6,8,-2,5,4,1,1,0,1,0,1,0,1,0,0,0,0.5555555555555556,0.1
15,2,4,0,11650,22350,-10700,0,0,6,8,-2,4,4,0,1,1,0,0,1,0,1,0,0,0,0.5,0.2
15,3,4,0,11650,22350,-10700,0,0,6,8,-2,3,4,-1,1,2,-1,0,1,0,1,0,0,0,0.42857142857142855,0.3
15,4,4,0,11650,22350,-10700,0,0,6,8,-2,3,3,0,2,2,0,0,1,0,1,0,0,0,0.5,0.4
15,5,4,0,11650,22350,-10700,0,0,6,8,-2,3,2,1,3,2,1,0,1,0,1,0,0,0,0.6,0.5
15,6,4,0,11650,22350,-10700,0,0,6,8,-2,2,2,0,3,3,0,0,1,0,1,0,0,0,0.5,0.6
15,7,4,0,11650,22350,-10700,0,0,6,8,-2,2,1,1,4,3,1,0,1,0,1,0,0,0,0.6666666666666666,0.7
15,8,4,0,11650,22350,-10700,0,0,6,8,-2,2,0,2,5,3,2,0,1,0,1,0,0,0,1.0,0.8
15,9,4,0,11650,22350,-10700,0,0,6,8,-2,1,0,1,5,4,1,0,1,0,1,0,0,0,1.0,0.9
16,1,4,0,17550,16700,850,0,0,6,9,-3,5,4,1,1,0,1,0,1,0,0,0,0,0,0.5555555555555556,0.1
16,2,4,0,17550,16700,850,0,0,6,9,-3,4,4,0,1,1,0,1,1,0,0,0,0,0,0.5,0.2
16,3,4,0,17550,16700,850,0,0,6,9,-3,4,3,1,2,1,1,1,1,0,0,0,0,0,0.5714285714285714,0.3
16,4,4,0,17550,16700,850,0,0,6,9,-3,3,3,0,2,2,0,1,1,0,0,0,0,0,0.5,0.4
16,5,4,0,17550,16700,850,0,0,6,9,-3,2,3,-1,2,3,-1,1,1,0,0,0,0,0,0.4,0.5
16,6,4,0,17550,16700,850,0,0,6,9,-3,2,2,0,3,3,0,1,1,0,0,0,0,0,0.5,0.6
16,7,4,0,17550,16700,850,0,0,6,9,-3,1,2,-1,3,4,-1,1,1,0,0,0,0,0,0.3333333333333333,0.7
16,8,4,0,17550,16700,850,0,0,6,9,-3,0,2,-2,3,5,-2,1,1,0,0,0,0,0,0.0,0.8
18,1,4,0,19450,21350,-1900,3,2,7,10,-3,5,4,1,1,0,1,0,0,0,1,0,0,1,0.5555555555555556,0.1
18,2,4,0,19450,21350,-1900,3,2,7,10,-3,5,3,2,2,0,2,1,0,0,1,0,0,1,0.625,0.2
18,3,4,0,19450,21350,-1900,3,2,7,10,-3,5,2,3,3,0,3,1,0,0,1,0,0,1,0.7142857142857143,0.3
18,4,4,0,19450,21350,-1900,3,2,7,10,-3,5,1,4,4,0,4,1,0,0,1,0,0,1,0.8333333333333334,0.4
18,5,4,0,19450,21350,-1900,3,2,7,10,-3,4,1,3,4,1,3,1,0,0,1,0,0,1,0.8,0.5
18,6,4,0,19450,21350,-1900,3,2,7,10,-3,4,0,4,5,1,4,1,0,0,1,0,0,1,1.0,0.6
19,1,4,0,25250,6250,19000,3,2,7,11,-4,5,4,1,1,0,1,0,0,1,0,0,1,1,0.5555555555555556,0.1
19,2,4,0,25250,6250,19000,3,2,7,11,-4,5,3,2,2,0,2,1,0,1,0,0,1,1,0.625,0.2
19,3,4,0,25250,6250,19000,3,2,7,11,-4,5,2,3,3,0,3,1,0,1,0,0,1,1,0.7142857142857143,0.3
19,4,4,0,25250,6250,19000,3,2,7,11,-4,5,1,4,4,0,4,1,0,1,0,0,1,1,0.8333333333333334,0.4
19,5,4,0,25250,6250,19000,3,2,7,11,-4,4,1,3,4,1,3,1,0,1,0,0,1,1,0.8,0.5
20,1,4,0,24500,3600,20900,3,2,7,12,-5,5,4,1,1,0,1,0,0,1,0,0,1,1,0.5555555555555556,0.1
20,2,4,0,24500,3600,20900,3,2,7,12,-5,4,4,0,1,1,0,0,0,1,0,0,1,1,0.5,0.2
20,3,4,0,24500,3600,20900,3,2,7,12,-5,3,4,-1,1,2,-1,0,0,1,0,0,1,1,0.42857142857142855,0.3
20,4,4,0,24500,3600,20900,3,2,7,12,-5,3,3,0,2,2,0,0,0,1,0,0,1,1,0.5,0.4
20,5,4,0,24500,3600,20900,3,2,7,12,-5,2,3,-1,2,3,-1,0,0,1,0,0,1,1,0.4,0.5
20,6,4,0,24500,3600,20900,3,2,7,12,-5,2,2,0,3,3,0,0,0,1,0,0,1,1,0.5,0.6
20,7,4,0,24500,3600,20900,3,2,7,12,-5,2,1,1,4,3,1,0,0,1,0,0,1,1,0.6666666666666666,0.7
20,8,4,0,24500,3600,20900,3,2,7,12,-5,1,1,0,4,4,0,0,0,1,0,0,1,1,0.5,0.8
20,9,4,0,24500,3600,20900,3,2,7,12,-5,0,1,-1,4,5,-1,0,0,1,0,0,1,1,0.0,0.9
20,10,4,0,24500,3600,20900,3,2,7,12,-5,0,0,0,5,5,0,0,0,1,0,0,1,1,0.0,1.0
21,1,4,0,36150,3900,32250,3,3,8,12,-4,4,5,-1,0,1,-1,0,1,1,0,0,1,0,0.4444444444444444,0.1
21,2,4,0,36150,3900,32250,3,3,8,12,-4,3,5,-2,0,2,-2,0,1,1,0,0,1,0,0.375,0.2
21,3,4,0,36150,3900,32250,3,3,8,12,-4,2,5,-3,0,3,-3,0,1,1,0,0,1,0,0.2857142857142857,0.3
21,4,4,0,36150,3900,32250,3,3,8,12,-4,1,5,-4,0,4,-4,0,1,1,0,0,1,0,0.16666666666666666,0.4
21,5,4,0,36150,3900,32250,3,3,8,12,-4,0,5,-5,0,5,-5,0,1,1,0,0,1,0,0.0,0.5
22,1,4,0,37150,19850,17300,3,1,9,12,-3,5,4,1,1,0,1,0,1,1,1,0,0,2,0.5555555555555556,0.1
22,2,4,0,37150,19850,17300,3,1,9,12,-3,4,4,0,1,1,0,1,1,1,1,0,0,2,0.5,0.2
22,3,4,0,37150,19850,17300,3,1,9,12,-3,4,3,1,2,1,1,1,1,1,1,0,0,2,0.5714285714285714,0.3
22,4,4,0,37150,19850,17300,3,1,9,12,-3,4,2,2,3,1,2,1,1,1,1,0,0,2,0.6666666666666666,0.4
22,5,4,0,37150,19850,17300,3,1,9,12,-3,4,1,3,4,1,3,1,1,1,1,0,0,2,0.8,0.5
22,6,4,0,37150,19850,17300,3,1,9,12,-3,4,0,4,5,1,4,1,1,1,1,0,0,2,1.0,0.6
1,1,3,0,0,0,0,0,0,5,4,1,4,5,-1,0,1,-1,0,1,0,0,1,1,0,0.4444444444444444,0.1
1,2,3,0,0,0,0,0,0,5,4,1,4,4,0,1,1,0,0,1,0,0,1,1,0,0.5,0.2
1,3,3,0,0,0,0,0,0,5,4,1,3,4,-1,1,2,-1,0,1,0,0,1,1,0,0.42857142857142855,0.3
1,4,3,0,0,0,0,0,0,5,4,1,3,3,0,2,2,0,0,1,0,0,1,1,0,0.5,0.4
1,5,3,0,0,0,0,0,0,5,4,1,2,3,-1,2,3,-1,0,1,0,0,1,1,0,0.4,0.5
1,6,3,0,0,0,0,0,0,5,4,1,1,3,-2,2,4,-2,0,1,0,0,1,1,0,0.25,0.6
3,1,3,0,11350,11300,50,0,0,2,0,2,5,4,1,1,0,1,0,1,0,0,0,0,0,0.5555555555555556,0.1
3,2,3,0,11350,11300,50,0,0,2,0,2,4,4,0,1,1,0,0,1,0,0,0,0,0,0.5,0.2
3,3,3,0,11350,11300,50,0,0,2,0,2,4,3,1,2,1,1,0,1,0,0,0,0,0,0.5714285714285714,0.3
3,4,3,0,11350,11300,50,0,0,2,0,2,3,3,0,2,2,0,0,1,0,0,0,0,0,0.5,0.4
3,5,3,0,11350,11300,50,0,0,2,0,2,2,3,-1,2,3,-1,0,1,0,0,0,0,0,0.4,0.5
3,6,3,0,11350,11300,50,0,0,2,0,2,2,2,0,3,3,0,0,1,0,0,0,0,0,0.5,0.6
3,7,3,0,11350,11300,50,0,0,2,0,2,1,2,-1,3,4,-1,0,1,0,0,0,0,0,0.3333333333333333,0.7
4,1,3,0,21950,23100,-1150,1,1,3,0,3,5,4,1,1,0,1,0,1,1,1,0,0,0,0.5555555555555556,0.1
4,2,3,0,21950,23100,-1150,1,1,3,0,3,4,4,0,1,1,0,0,1,1,1,0,0,0,0.5,0.2
4,3,3,0,21950,23100,-1150,1,1,3,0,3,4,3,1,2,1,1,0,1,1,1,0,0,0,0.5714285714285714,0.3
4,4,3,0,21950,23100,-1150,1,1,3,0,3,3,3,0,2,2,0,0,1,1,1,0,0,0,0.5,0.4
4,5,3,0,21950,23100,-1150,1,1,3,0,3,2,3,-1,2,3,-1,0,1,1,1,0,0,0,0.4,0.5
4,6,3,0,21950,23100,-1150,1,1,3,0,3,2,2,0,3,3,0,0,1,1,1,0,0,0,0.5,0.6
4,7,3,0,21950,23100,-1150,1,1,3,0,3,1,2,-1,3,4,-1,0,1,1,1,0,0,0,0.3333333333333333,0.7
5,1,3,0,18750,19700,-950,1,2,4,0,4,5,4,1,1,0,1,0,1,0,1,0,0,-1,0.5555555555555556,0.1
5,2,3,0,18750,19700,-950,1,2,4,0,4,5,3,2,2,0,2,1,1,0,1,0,0,-1,0.625,0.2
5,3,3,0,18750,19700,-950,1,2,4,0,4,4,3,1,2,1,1,1,1,0,1,0,0,-1,0.5714285714285714,0.3
5,4,3,0,18750,19700,-950,1,2,4,0,4,4,2,2,3,1,2,1,1,0,1,0,0,-1,0.6666666666666666,0.4
5,5,3,0,18750,19700,-950,1,2,4,0,4,4,1,3,4,1,3,1,1,0,1,0,0,-1,0.8,0.5
6,1,3,0,19700,15200,4500,2,2,4,1,3,4,5,-1,0,1,-1,0,0,1,0,0,0,0,0.4444444444444444,0.1
6,2,3,0,19700,15200,4500,2,2,4,1,3,4,4,0,1,1,0,1,0,1,0,0,0,0,0.5,0.2
6,3,3,0,19700,15200,4500,2,2,4,1,3,4,3,1,2,1,1,1,0,1,0,0,0,0,0.5714285714285714,0.3
6,4,3,0,19700,15200,4500,2,2,4,1,3,4,2,2,3,1,2,1,0,1,0,0,0,0,0.6666666666666666,0.4
6,5,3,0,19700,15200,4500,2,2,4,1,3,3,2,1,3,2,1,1,0,1,0,0,0,0,0.6,0.5
6,6,3,0,19700,15200,4500,2,2,4,1,3,2,2,0,3,3,0,1,0,1,0,0,0,0,0.5,0.6
6,7,3,0,19700,15200,4500,2,2,4,1,3,2,1,1,4,3,1,1,0,1,0,0,0,0,0.6666666666666666,0.7
6,8,3,0,19700,15200,4500,2,2,4,1,3,1,1,0,4,4,0,1,0,1,0,0,0,0,0.5,0.8
6,9,3,0,19700,15200,4500,2,2,4,1,3,1,0,1,5,4,1,1,0,1,0,0,0,0,1.0,0.9
6,10,3,0,19700,15200,4500,2,2,4,1,3,0,0,0,5,5,0,1,0,1,0,0,0,0,0.0,1.0
7,1,3,0,19950,9400,10550,3,2,4,2,2,5,4,1,1,0,1,0,0,1,0,0,1,1,0.5555555555555556,0.1
7,2,3,0,19950,9400,10550,3,2,4,2,2,5,3,2,2,0,2,1,0,1,0,0,1,1,0.625,0.2
7,3,3,0,19950,9400,10550,3,2,4,2,2,5,2,3,3,0,3,1,0,1,0,0,1,1,0.7142857142857143,0.3
7,4,3,0,19950,9400,10550,3,2,4,2,2,5,1,4,4,0,4,1,0,1,0,0,1,1,0.8333333333333334,0.4
7,5,3,0,19950,9400,10550,3,2,4,2,2,4,1,3,4,1,3,1,0,1,0,0,1,1,0.8,0.5
7,6,3,0,19950,9400,10550,3,2,4,2,2,3,1,2,4,2,2,1,0,1,0,0,1,1,0.75,0.6
7,7,3,0,19950,9400,10550,3,2,4,2,2,3,0,3,5,2,3,1,0,1,0,0,1,1,1.0,0.7
9,1,3,0,28400,10900,17500,2,1,5,3,2,4,5,-1,0,1,-1,0,1,1,0,0,0,1,0.4444444444444444,0.1
9,2,3,0,28400,10900,17500,2,1,5,3,2,3,5,-2,0,2,-2,1,1,1,0,0,0,1,0.375,0.2
9,3,3,0,28400,10900,17500,2,1,5,3,2,3,4,-1,1,2,-1,1,1,1,0,0,0,1,0.42857142857142855,0.3
9,4,3,0,28400,10900,17500,2,1,5,3,2,3,3,0,2,2,0,1,1,1,0,0,0,1,0.5,0.4
9,5,3,0,28400,10900,17500,2,1,5,3,2,2,3,-1,2,3,-1,1,1,1,0,0,0,1,0.4,0.5
9,6,3,0,28400,10900,17500,2,1,5,3,2,1,3,-2,2,4,-2,1,1,1,0,0,0,1,0.25,0.6
9,7,3,0,28400,10900,17500,2,1,5,3,2,1,2,-1,3,4,-1,1,1,1,0,0,0,1,0.3333333333333333,0.7
9,8,3,0,28400,10900,17500,2,1,5,3,2,1,1,0,4,4,0,1,1,1,0,0,0,1,0.5,0.8
9,9,3,0,28400,10900,17500,2,1,5,3,2,0,1,-1,4,5,-1,1,1,1,0,0,0,1,0.0,0.9
10,1,3,0,31200,16900,14300,2,2,6,3,3,4,5,-1,0,1,-1,0,1,1,0,0,0,0,0.4444444444444444,0.1
10,2,3,0,31200,16900,14300,2,2,6,3,3,4,4,0,1,1,0,0,1,1,0,0,0,0,0.5,0.2
10,3,3,0,31200,16900,14300,2,2,6,3,3,4,3,1,2,1,1,0,1,1,0,0,0,0,0.5714285714285714,0.3
10,4,3,0,31200,16900,14300,2,2,6,3,3,3,3,0,2,2,0,0,1,1,0,0,0,0,0.5,0.4
10,5,3,0,31200,16900,14300,2,2,6,3,3,2,3,-1,2,3,-1,0,1,1,0,0,0,0,0.4,0.5
10,6,3,0,31200,16900,14300,2,2,6,3,3,1,3,-2,2,4,-2,0,1,1,0,0,0,0,0.25,0.6
11,1,3,0,24250,16000,8250,3,2,7,3,4,4,5,-1,0,1,-1,0,1,1,0,0,0,1,0.4444444444444444,0.1
11,2,3,0,24250,16000,8250,3,2,7,3,4,4,4,0,1,1,0,1,1,1,0,0,0,1,0.5,0.2
11,3,3,0,24250,16000,8250,3,2,7,3,4,4,3,1,2,1,1,1,1,1,0,0,0,1,0.5714285714285714,0.3
11,4,3,0,24250,16000,8250,3,2,7,3,4,3,3,0,2,2,0,1,1,1,0,0,0,1,0.5,0.4
11,5,3,0,24250,16000,8250,3,2,7,3,4,2,3,-1,2,3,-1,1,1,1,0,0,0,1,0.4,0.5
11,6,3,0,24250,16000,8250,3,2,7,3,4,1,3,-2,2,4,-2,1,1,1,0,0,0,1,0.25,0.6
11,7,3,0,24250,16000,8250,3,2,7,3,4,1,2,-1,3,4,-1,1,1,1,0,0,0,1,0.3333333333333333,0.7
11,8,3,0,24250,16000,8250,3,2,7,3,4,1,1,0,4,4,0,1,1,1,0,0,0,1,0.5,0.8
11,9,3,0,24250,16000,8250,3,2,7,3,4,0,1,-1,4,5,-1,1,1,1,0,0,0,1,0.0,0.9
12,1,3,0,23150,12700,10450,1,1,7,4,3,5,4,1,1,0,1,0,0,1,0,0,0,0,0.5555555555555556,0.1
12,2,3,0,23150,12700,10450,1,1,7,4,3,4,4,0,1,1,0,1,0,1,0,0,0,0,0.5,0.2
12,3,3,0,23150,12700,10450,1,1,7,4,3,4,3,1,2,1,1,1,0,1,0,0,0,0,0.5714285714285714,0.3
12,4,3,0,23150,12700,10450,1,1,7,4,3,4,2,2,3,1,2,1,0,1,0,0,0,0,0.6666666666666666,0.4
12,5,3,0,23150,12700,10450,1,1,7,4,3,3,2,1,3,2,1,1,0,1,0,0,0,0,0.6,0.5
12,6,3,0,23150,12700,10450,1,1,7,4,3,2,2,0,3,3,0,1,0,1,0,0,0,0,0.5,0.6
12,7,3,0,23150,12700,10450,1,1,7,4,3,1,2,-1,3,4,-1,1,0,1,0,0,0,0,0.3333333333333333,0.7
12,8,3,0,23150,12700,10450,1,1,7,4,3,0,2,-2,3,5,-2,1,0,1,0,0,0,0,0.0,0.8
12,9,3,0,23150,12700,10450,1,1,7,4,3,0,1,-1,4,5,-1,1,0,1,0,0,0,0,0.0,0.9
12,10,3,0,23150,12700,10450,1,1,7,4,3,0,0,0,5,5,0,1,0,1,0,0,0,0,0.0,1.0
13,1,3,1,1400,21300,-19900,1,2,8,4,4,5,4,1,1,0,1,0,1,0,1,1,0,-1,0.5555555555555556,0.1
13,2,3,1,1400,21300,-19900,1,2,8,4,4,4,4,0,1,1,0,1,1,0,1,1,0,-1,0.5,0.2
13,3,3,1,1400,21300,-19900,1,2,8,4,4,4,3,1,2,1,1,1,1,0,1,1,0,-1,0.5714285714285714,0.3
13,4,3,1,1400,21300,-19900,1,2,8,4,4,3,3,0,2,2,0,1,1,0,1,1,0,-1,0.5,0.4
13,5,3,1,1400,21300,-19900,1,2,8,4,4,3,2,1,3,2,1,1,1,0,1,1,0,-1,0.6,0.5
13,6,3,1,1400,21300,-19900,1,2,8,4,4,3,1,2,4,2,2,1,1,0,1,1,0,-1,0.75,0.6
14,1,3,1,11100,4000,7100,0,0,9,4,5,4,5,-1,0,1,-1,0,1,0,0,0,1,0,0.4444444444444444,0.1
14,2,3,1,11100,4000,7100,0,0,9,4,5,4,4,0,1,1,0,1,1,0,0,0,1,0,0.5,0.2
14,3,3,1,11100,4000,7100,0,0,9,4,5,4,3,1,2,1,1,1,1,0,0,0,1,0,0.5714285714285714,0.3
14,4,3,1,11100,4000,7100,0,0,9,4,5,3,3,0,2,2,0,1,1,0,0,0,1,0,0.5,0.4
14,5,3,1,11100,4000,7100,0,0,9,4,5,2,3,-1,2,3,-1,1,1,0,0,0,1,0,0.4,0.5
14,6,3,1,11100,4000,7100,0,0,9,4,5,2,2,0,3,3,0,1,1,0,0,0,1,0,0.5,0.6
14,7,3,1,11100,4000,7100,0,0,9,4,5,2,1,1,4,3,1,1,1,0,0,0,1,0,0.6666666666666666,0.7
15,1,3,1,11450,11050,400,0,0,10,4,6,5,4,1,1,0,1,0,1,0,0,0,0,0,0.5555555555555556,0.1
15,2,3,1,11450,11050,400,0,0,10,4,6,5,3,2,2,0,2,1,1,0,0,0,0,0,0.625,0.2
15,3,3,1,11450,11050,400,0,0,10,4,6,5,2,3,3,0,3,1,1,0,0,0,0,0,0.7142857142857143,0.3
15,4,3,1,11450,11050,400,0,0,10,4,6,5,1,4,4,0,4,1,1,0,0,0,0,0,0.8333333333333334,0.4
15,5,3,1,11450,11050,400,0,0,10,4,6,5,0,5,5,0,5,1,1,0,0,0,0,0,1.0,0.5
16,1,3,1,25150,18350,6800,1,0,11,4,7,4,5,-1,0,1,-1,0,1,1,0,0,0,1,0.4444444444444444,0.1
16,2,3,1,25150,18350,6800,1,0,11,4,7,3,5,-2,0,2,-2,0,1,1,0,0,0,1,0.375,0.2
16,3,3,1,25150,18350,6800,1,0,11,4,7,2,5,-3,0,3,-3,0,1,1,0,0,0,1,0.2857142857142857,0.3
16,4,3,1,25150,18350,6800,1,0,11,4,7,2,4,-2,1,3,-2,0,1,1,0,0,0,1,0.3333333333333333,0.4
16,5,3,1,25150,18350,6800,1,0,11,4,7,1,4,-3,1,4,-3,0,1,1,0,0,0,1,0.2,0.5
16,6,3,1,25150,18350,6800,1,0,11,4,7,1,3,-2,2,4,-2,0,1,1,0,0,0,1,0.25,0.6
16,7,3,1,25150,18350,6800,1,0,11,4,7,1,2,-1,3,4,-1,0,1,1,0,0,0,1,0.3333333333333333,0.7
17,1,3,1,23250,18450,4800,1,1,11,5,6,4,5,-1,0,1,-1,0,1,1,0,0,0,0,0.4444444444444444,0.1
17,2,3,1,23250,18450,4800,1,1,11,5,6,4,4,0,1,1,0,1,1,1,0,0,0,0,0.5,0.2
17,3,3,1,23250,18450,4800,1,1,11,5,6,4,3,1,2,1,1,1,1,1,0,0,0,0,0.5714285714285714,0.3
17,4,3,1,23250,18450,4800,1,1,11,5,6,4,2,2,3,1,2,1,1,1,0,0,0,0,0.6666666666666666,0.4
17,5,3,1,23250,18450,4800,1,1,11,5,6,3,2,1,3,2,1,1,1,1,0,0,0,0,0.6,0.5
17,6,3,1,23250,18450,4800,1,1,11,5,6,3,1,2,4,2,2,1,1,1,0,0,0,0,0.75,0.6
19,1,3,1,19150,15700,3450,2,1,12,6,6,5,4,1,1,0,1,0,0,0,0,0,0,1,0.5555555555555556,0.1
19,2,3,1,19150,15700,3450,2,1,12,6,6,4,4,0,1,1,0,1,0,0,0,0,0,1,0.5,0.2
